school,conference,school_id,year,division,conference_id
A&M-Corpus Christi,Southland,26172,2013,1,914
A&M-Corpus Christi,Southland,26172,2014,1,914
A&M-Corpus Christi,Southland,26172,2015,1,914
A&M-Corpus Christi,Southland,26172,2016,1,914
A&M-Corpus Christi,Southland,26172,2017,1,914
A&M-Corpus Christi,Southland,26172,2018,1,914
A&M-Corpus Christi,Southland,26172,2019,1,914
A&M-Corpus Christi,Southland,26172,2020,1,914
A&M-Corpus Christi,Southland,26172,2021,1,914
A&M-Corpus Christi,Southland,26172,2022,1,914
Abilene Christian,Southland,2,2014,1,914
Abilene Christian,Southland,2,2015,1,914
Abilene Christian,Southland,2,2016,1,914
Abilene Christian,Southland,2,2017,1,914
Abilene Christian,Southland,2,2018,1,914
Abilene Christian,Southland,2,2019,1,914
Abilene Christian,Southland,2,2020,1,914
Abilene Christian,Southland,2,2021,1,914
Abilene Christian,Southland,2,2022,1,914
Air Force,Mountain West,721,2013,1,5486
Air Force,Mountain West,721,2014,1,5486
Air Force,Mountain West,721,2015,1,5486
Air Force,Mountain West,721,2016,1,5486
Air Force,Mountain West,721,2017,1,5486
Air Force,Mountain West,721,2018,1,5486
Air Force,Mountain West,721,2019,1,5486
Air Force,Mountain West,721,2020,1,5486
Air Force,Mountain West,721,2021,1,5486
Air Force,Mountain West,721,2022,1,5486
Akron,MAC,5,2013,1,875
Akron,MAC,5,2014,1,875
Akron,MAC,5,2015,1,875
Akron,MAC,5,2020,1,875
Akron,MAC,5,2021,1,875
Akron,MAC,5,2022,1,875
Alabama,SEC,8,2013,1,911
Alabama,SEC,8,2014,1,911
Alabama,SEC,8,2015,1,911
Alabama,SEC,8,2016,1,911
Alabama,SEC,8,2017,1,911
Alabama,SEC,8,2018,1,911
Alabama,SEC,8,2019,1,911
Alabama,SEC,8,2020,1,911
Alabama,SEC,8,2021,1,911
Alabama,SEC,8,2022,1,911
Alabama A&M,SWAC,6,2013,1,916
Alabama A&M,SWAC,6,2014,1,916
Alabama A&M,SWAC,6,2015,1,916
Alabama A&M,SWAC,6,2016,1,916
Alabama A&M,SWAC,6,2017,1,916
Alabama A&M,SWAC,6,2018,1,916
Alabama A&M,SWAC,6,2019,1,916
Alabama A&M,SWAC,6,2020,1,916
Alabama A&M,SWAC,6,2021,1,916
Alabama A&M,SWAC,6,2022,1,916
Alabama St.,SWAC,7,2013,1,916
Alabama St.,SWAC,7,2014,1,916
Alabama St.,SWAC,7,2015,1,916
Alabama St.,SWAC,7,2016,1,916
Alabama St.,SWAC,7,2017,1,916
Alabama St.,SWAC,7,2018,1,916
Alabama St.,SWAC,7,2019,1,916
Alabama St.,SWAC,7,2020,1,916
Alabama St.,SWAC,7,2021,1,916
Alabama St.,SWAC,7,2022,1,916
Albany (NY),America East,14,2013,1,845
Albany (NY),America East,14,2014,1,845
Albany (NY),America East,14,2015,1,845
Albany (NY),America East,14,2016,1,845
Albany (NY),America East,14,2017,1,845
Albany (NY),America East,14,2018,1,845
Albany (NY),America East,14,2019,1,845
Albany (NY),America East,14,2020,1,845
Albany (NY),America East,14,2021,1,845
Albany (NY),America East,14,2022,1,845
Alcorn,SWAC,17,2013,1,916
Alcorn,SWAC,17,2014,1,916
Alcorn,SWAC,17,2015,1,916
Alcorn,SWAC,17,2016,1,916
Alcorn,SWAC,17,2017,1,916
Alcorn,SWAC,17,2018,1,916
Alcorn,SWAC,17,2019,1,916
Alcorn,SWAC,17,2020,1,916
Alcorn,SWAC,17,2021,1,916
Alcorn,SWAC,17,2022,1,916
App State,Sun Belt,27,2021,1,818
App State,Sun Belt,27,2022,1,818
Appalachian St.,SoCon,27,2013,1,912
Appalachian St.,SoCon,27,2014,1,912
Appalachian St.,Sun Belt,27,2015,1,818
Appalachian St.,Sun Belt,27,2016,1,818
Appalachian St.,Sun Belt,27,2017,1,818
Appalachian St.,Sun Belt,27,2018,1,818
Appalachian St.,Sun Belt,27,2019,1,818
Appalachian St.,Sun Belt,27,2020,1,818
Arizona,Pac-12,29,2013,1,905
Arizona,Pac-12,29,2014,1,905
Arizona,Pac-12,29,2015,1,905
Arizona,Pac-12,29,2016,1,905
Arizona,Pac-12,29,2017,1,905
Arizona,Pac-12,29,2018,1,905
Arizona,Pac-12,29,2019,1,905
Arizona,Pac-12,29,2020,1,905
Arizona,Pac-12,29,2021,1,905
Arizona,Pac-12,29,2022,1,905
Arizona St.,Pac-12,28,2013,1,905
Arizona St.,Pac-12,28,2014,1,905
Arizona St.,Pac-12,28,2015,1,905
Arizona St.,Pac-12,28,2016,1,905
Arizona St.,Pac-12,28,2017,1,905
Arizona St.,Pac-12,28,2018,1,905
Arizona St.,Pac-12,28,2019,1,905
Arizona St.,Pac-12,28,2020,1,905
Arizona St.,Pac-12,28,2021,1,905
Arizona St.,Pac-12,28,2022,1,905
Ark.-Pine Bluff,SWAC,2678,2013,1,916
Ark.-Pine Bluff,SWAC,2678,2014,1,916
Ark.-Pine Bluff,SWAC,2678,2015,1,916
Ark.-Pine Bluff,SWAC,2678,2016,1,916
Ark.-Pine Bluff,SWAC,2678,2017,1,916
Ark.-Pine Bluff,SWAC,2678,2018,1,916
Ark.-Pine Bluff,SWAC,2678,2019,1,916
Ark.-Pine Bluff,SWAC,2678,2020,1,916
Ark.-Pine Bluff,SWAC,2678,2021,1,916
Ark.-Pine Bluff,SWAC,2678,2022,1,916
Arkansas,SEC,31,2013,1,911
Arkansas,SEC,31,2014,1,911
Arkansas,SEC,31,2015,1,911
Arkansas,SEC,31,2016,1,911
Arkansas,SEC,31,2017,1,911
Arkansas,SEC,31,2018,1,911
Arkansas,SEC,31,2019,1,911
Arkansas,SEC,31,2020,1,911
Arkansas,SEC,31,2021,1,911
Arkansas,SEC,31,2022,1,911
Arkansas St.,Sun Belt,30,2013,1,818
Arkansas St.,Sun Belt,30,2014,1,818
Arkansas St.,Sun Belt,30,2015,1,818
Arkansas St.,Sun Belt,30,2016,1,818
Arkansas St.,Sun Belt,30,2017,1,818
Arkansas St.,Sun Belt,30,2018,1,818
Arkansas St.,Sun Belt,30,2019,1,818
Arkansas St.,Sun Belt,30,2020,1,818
Arkansas St.,Sun Belt,30,2021,1,818
Arkansas St.,Sun Belt,30,2022,1,818
Army West Point,Patriot,725,2013,1,838
Army West Point,Patriot,725,2014,1,838
Army West Point,Patriot,725,2015,1,838
Army West Point,Patriot,725,2016,1,838
Army West Point,Patriot,725,2017,1,838
Army West Point,Patriot,725,2018,1,838
Army West Point,Patriot,725,2019,1,838
Army West Point,Patriot,725,2020,1,838
Army West Point,Patriot,725,2021,1,838
Army West Point,Patriot,725,2022,1,838
Auburn,SEC,37,2013,1,911
Auburn,SEC,37,2014,1,911
Auburn,SEC,37,2015,1,911
Auburn,SEC,37,2016,1,911
Auburn,SEC,37,2017,1,911
Auburn,SEC,37,2018,1,911
Auburn,SEC,37,2019,1,911
Auburn,SEC,37,2020,1,911
Auburn,SEC,37,2021,1,911
Auburn,SEC,37,2022,1,911
Austin Peay,OVC,43,2013,1,902
Austin Peay,OVC,43,2014,1,902
Austin Peay,OVC,43,2015,1,902
Austin Peay,OVC,43,2016,1,902
Austin Peay,OVC,43,2017,1,902
Austin Peay,OVC,43,2018,1,902
Austin Peay,OVC,43,2019,1,902
Austin Peay,OVC,43,2020,1,902
Austin Peay,OVC,43,2021,1,902
Austin Peay,OVC,43,2022,1,902
Ball St.,MAC,47,2013,1,875
Ball St.,MAC,47,2014,1,875
Ball St.,MAC,47,2015,1,875
Ball St.,MAC,47,2016,1,875
Ball St.,MAC,47,2017,1,875
Ball St.,MAC,47,2018,1,875
Ball St.,MAC,47,2019,1,875
Ball St.,MAC,47,2020,1,875
Ball St.,MAC,47,2021,1,875
Ball St.,MAC,47,2022,1,875
Baylor,Big 12,51,2013,1,25354
Baylor,Big 12,51,2014,1,25354
Baylor,Big 12,51,2015,1,25354
Baylor,Big 12,51,2016,1,25354
Baylor,Big 12,51,2017,1,25354
Baylor,Big 12,51,2018,1,25354
Baylor,Big 12,51,2019,1,25354
Baylor,Big 12,51,2020,1,25354
Baylor,Big 12,51,2021,1,25354
Baylor,Big 12,51,2022,1,25354
Bellarmine,ASUN,52,2021,1,920
Bellarmine,ASUN,52,2022,1,920
Belmont,OVC,14927,2013,1,902
Belmont,OVC,14927,2014,1,902
Belmont,OVC,14927,2015,1,902
Belmont,OVC,14927,2016,1,902
Belmont,OVC,14927,2017,1,902
Belmont,OVC,14927,2018,1,902
Belmont,OVC,14927,2019,1,902
Belmont,OVC,14927,2020,1,902
Belmont,OVC,14927,2021,1,902
Belmont,OVC,14927,2022,1,902
Bethune-Cookman,MEAC,61,2013,1,876
Bethune-Cookman,MEAC,61,2014,1,876
Bethune-Cookman,MEAC,61,2015,1,876
Bethune-Cookman,MEAC,61,2016,1,876
Bethune-Cookman,MEAC,61,2017,1,876
Bethune-Cookman,MEAC,61,2018,1,876
Bethune-Cookman,MEAC,61,2019,1,876
Bethune-Cookman,MEAC,61,2020,1,876
Bethune-Cookman,MEAC,61,2021,1,876
Bethune-Cookman,MEAC,61,2022,1,876
Binghamton,America East,62,2013,1,845
Binghamton,America East,62,2014,1,845
Binghamton,America East,62,2015,1,845
Binghamton,America East,62,2016,1,845
Binghamton,America East,62,2017,1,845
Binghamton,America East,62,2018,1,845
Binghamton,America East,62,2019,1,845
Binghamton,America East,62,2020,1,845
Binghamton,America East,62,2021,1,845
Binghamton,America East,62,2022,1,845
Boise St.,Mountain West,66,2020,1,5486
Boston College,ACC,67,2013,1,821
Boston College,ACC,67,2014,1,821
Boston College,ACC,67,2015,1,821
Boston College,ACC,67,2016,1,821
Boston College,ACC,67,2017,1,821
Boston College,ACC,67,2018,1,821
Boston College,ACC,67,2019,1,821
Boston College,ACC,67,2020,1,821
Boston College,ACC,67,2021,1,821
Boston College,ACC,67,2022,1,821
Bowling Green,MAC,71,2013,1,875
Bowling Green,MAC,71,2014,1,875
Bowling Green,MAC,71,2015,1,875
Bowling Green,MAC,71,2016,1,875
Bowling Green,MAC,71,2017,1,875
Bowling Green,MAC,71,2018,1,875
Bowling Green,MAC,71,2019,1,875
Bowling Green,MAC,71,2020,1,875
Bowling Green,MAC,71,2021,1,875
Bowling Green,MAC,71,2022,1,875
Bradley,MVC,72,2013,1,884
Bradley,MVC,72,2014,1,884
Bradley,MVC,72,2015,1,884
Bradley,MVC,72,2016,1,884
Bradley,MVC,72,2017,1,884
Bradley,MVC,72,2018,1,884
Bradley,MVC,72,2019,1,884
Bradley,MVC,72,2020,1,884
Bradley,MVC,72,2021,1,884
Bradley,MVC,72,2022,1,884
Brown,Ivy League,80,2013,1,865
Brown,Ivy League,80,2014,1,865
Brown,Ivy League,80,2015,1,865
Brown,Ivy League,80,2016,1,865
Brown,Ivy League,80,2017,1,865
Brown,Ivy League,80,2018,1,865
Brown,Ivy League,80,2019,1,865
Brown,Ivy League,80,2020,1,865
Brown,Ivy League,80,2021,1,865
Brown,Ivy League,80,2022,1,865
Bryant,NEC,81,2013,1,846
Bryant,NEC,81,2014,1,846
Bryant,NEC,81,2015,1,846
Bryant,NEC,81,2016,1,846
Bryant,NEC,81,2017,1,846
Bryant,NEC,81,2018,1,846
Bryant,NEC,81,2019,1,846
Bryant,NEC,81,2020,1,846
Bryant,NEC,81,2021,1,846
Bryant,NEC,81,2022,1,846
Bucknell,Patriot,83,2013,1,838
Bucknell,Patriot,83,2014,1,838
Bucknell,Patriot,83,2015,1,838
Bucknell,Patriot,83,2016,1,838
Bucknell,Patriot,83,2017,1,838
Bucknell,Patriot,83,2018,1,838
Bucknell,Patriot,83,2019,1,838
Bucknell,Patriot,83,2020,1,838
Bucknell,Patriot,83,2021,1,838
Bucknell,Patriot,83,2022,1,838
Buffalo,MAC,86,2013,1,875
Buffalo,MAC,86,2014,1,875
Buffalo,MAC,86,2015,1,875
Buffalo,MAC,86,2016,1,875
Buffalo,MAC,86,2017,1,875
Butler,Atlantic 10,87,2013,1,820
Butler,Big East,87,2014,1,30184
Butler,Big East,87,2015,1,30184
Butler,Big East,87,2016,1,30184
Butler,Big East,87,2017,1,30184
Butler,Big East,87,2018,1,30184
Butler,Big East,87,2019,1,30184
Butler,Big East,87,2020,1,30184
Butler,Big East,87,2021,1,30184
Butler,Big East,87,2022,1,30184
BYU,WCC,77,2013,1,922
BYU,WCC,77,2014,1,922
BYU,WCC,77,2015,1,922
BYU,WCC,77,2016,1,922
BYU,WCC,77,2017,1,922
BYU,WCC,77,2018,1,922
BYU,WCC,77,2019,1,922
BYU,WCC,77,2020,1,922
BYU,WCC,77,2021,1,922
BYU,WCC,77,2022,1,922
Cal Poly,Big West,90,2013,1,904
Cal Poly,Big West,90,2014,1,904
Cal Poly,Big West,90,2015,1,904
Cal Poly,Big West,90,2016,1,904
Cal Poly,Big West,90,2017,1,904
Cal Poly,Big West,90,2018,1,904
Cal Poly,Big West,90,2019,1,904
Cal Poly,Big West,90,2020,1,904
Cal Poly,Big West,90,2021,1,904
Cal Poly,Big West,90,2022,1,904
Cal St. Fullerton,Big West,97,2013,1,904
Cal St. Fullerton,Big West,97,2014,1,904
Cal St. Fullerton,Big West,97,2015,1,904
Cal St. Fullerton,Big West,97,2016,1,904
Cal St. Fullerton,Big West,97,2017,1,904
Cal St. Fullerton,Big West,97,2018,1,904
Cal St. Fullerton,Big West,97,2019,1,904
Cal St. Fullerton,Big West,97,2020,1,904
Cal St. Fullerton,Big West,97,2021,1,904
Cal St. Fullerton,Big West,97,2022,1,904
California,Pac-12,107,2013,1,905
California,Pac-12,107,2014,1,905
California,Pac-12,107,2015,1,905
California,Pac-12,107,2016,1,905
California,Pac-12,107,2017,1,905
California,Pac-12,107,2018,1,905
California,Pac-12,107,2019,1,905
California,Pac-12,107,2020,1,905
California,Pac-12,107,2021,1,905
California,Pac-12,107,2022,1,905
California Baptist,WAC,30135,2020,1,923
California Baptist,WAC,30135,2021,1,923
California Baptist,WAC,30135,2022,1,923
Campbell,Big South,115,2013,1,826
Campbell,Big South,115,2014,1,826
Campbell,Big South,115,2015,1,826
Campbell,Big South,115,2016,1,826
Campbell,Big South,115,2017,1,826
Campbell,Big South,115,2018,1,826
Campbell,Big South,115,2019,1,826
Campbell,Big South,115,2020,1,826
Campbell,Big South,115,2021,1,826
Campbell,Big South,115,2022,1,826
Canisius,MAAC,116,2013,1,871
Canisius,MAAC,116,2014,1,871
Canisius,MAAC,116,2015,1,871
Canisius,MAAC,116,2016,1,871
Canisius,MAAC,116,2017,1,871
Canisius,MAAC,116,2018,1,871
Canisius,MAAC,116,2019,1,871
Canisius,MAAC,116,2020,1,871
Canisius,MAAC,116,2021,1,871
Canisius,MAAC,116,2022,1,871
Central Ark.,Southland,1004,2013,1,914
Central Ark.,Southland,1004,2014,1,914
Central Ark.,Southland,1004,2015,1,914
Central Ark.,Southland,1004,2016,1,914
Central Ark.,Southland,1004,2017,1,914
Central Ark.,Southland,1004,2018,1,914
Central Ark.,Southland,1004,2019,1,914
Central Ark.,Southland,1004,2020,1,914
Central Ark.,Southland,1004,2021,1,914
Central Ark.,Southland,1004,2022,1,914
Central Conn. St.,NEC,127,2013,1,846
Central Conn. St.,NEC,127,2014,1,846
Central Conn. St.,NEC,127,2015,1,846
Central Conn. St.,NEC,127,2016,1,846
Central Conn. St.,NEC,127,2017,1,846
Central Conn. St.,NEC,127,2018,1,846
Central Conn. St.,NEC,127,2019,1,846
Central Conn. St.,NEC,127,2020,1,846
Central Conn. St.,NEC,127,2021,1,846
Central Conn. St.,NEC,127,2022,1,846
Central Mich.,MAC,129,2013,1,875
Central Mich.,MAC,129,2014,1,875
Central Mich.,MAC,129,2015,1,875
Central Mich.,MAC,129,2016,1,875
Central Mich.,MAC,129,2017,1,875
Central Mich.,MAC,129,2018,1,875
Central Mich.,MAC,129,2019,1,875
Central Mich.,MAC,129,2020,1,875
Central Mich.,MAC,129,2021,1,875
Central Mich.,MAC,129,2022,1,875
Charleston So.,Big South,48,2013,1,826
Charleston So.,Big South,48,2014,1,826
Charleston So.,Big South,48,2015,1,826
Charleston So.,Big South,48,2016,1,826
Charleston So.,Big South,48,2017,1,826
Charleston So.,Big South,48,2018,1,826
Charleston So.,Big South,48,2019,1,826
Charleston So.,Big South,48,2020,1,826
Charleston So.,Big South,48,2021,1,826
Charleston So.,Big South,48,2022,1,826
Charlotte,Atlantic 10,458,2013,1,820
Charlotte,C-USA,458,2014,1,24312
Charlotte,C-USA,458,2015,1,24312
Charlotte,C-USA,458,2016,1,24312
Charlotte,C-USA,458,2017,1,24312
Charlotte,C-USA,458,2018,1,24312
Charlotte,C-USA,458,2019,1,24312
Charlotte,C-USA,458,2020,1,24312
Charlotte,C-USA,458,2021,1,24312
Charlotte,C-USA,458,2022,1,24312
Chicago St.,GWC,136,2013,1,30156
Chicago St.,WAC,136,2014,1,923
Chicago St.,WAC,136,2015,1,923
Chicago St.,WAC,136,2016,1,923
Chicago St.,WAC,136,2017,1,923
Chicago St.,WAC,136,2018,1,923
Chicago St.,WAC,136,2019,1,923
Chicago St.,WAC,136,2020,1,923
Cincinnati,AAC,140,2013,1,823
Cincinnati,AAC,140,2014,1,823
Cincinnati,AAC,140,2015,1,823
Cincinnati,AAC,140,2016,1,823
Cincinnati,AAC,140,2017,1,823
Cincinnati,AAC,140,2018,1,823
Cincinnati,AAC,140,2019,1,823
Cincinnati,AAC,140,2020,1,823
Cincinnati,AAC,140,2021,1,823
Cincinnati,AAC,140,2022,1,823
Clemson,ACC,147,2013,1,821
Clemson,ACC,147,2014,1,821
Clemson,ACC,147,2015,1,821
Clemson,ACC,147,2016,1,821
Clemson,ACC,147,2017,1,821
Clemson,ACC,147,2018,1,821
Clemson,ACC,147,2019,1,821
Clemson,ACC,147,2020,1,821
Clemson,ACC,147,2021,1,821
Clemson,ACC,147,2022,1,821
Coastal Carolina,Big South,149,2013,1,826
Coastal Carolina,Big South,149,2014,1,826
Coastal Carolina,Big South,149,2015,1,826
Coastal Carolina,Big South,149,2016,1,826
Coastal Carolina,Sun Belt,149,2017,1,818
Coastal Carolina,Sun Belt,149,2018,1,818
Coastal Carolina,Sun Belt,149,2019,1,818
Coastal Carolina,Sun Belt,149,2020,1,818
Coastal Carolina,Sun Belt,149,2021,1,818
Coastal Carolina,Sun Belt,149,2022,1,818
Col. of Charleston,SoCon,1014,2013,1,912
Col. of Charleston,CAA,1014,2014,1,837
Col. of Charleston,CAA,1014,2015,1,837
Col. of Charleston,CAA,1014,2016,1,837
Col. of Charleston,CAA,1014,2017,1,837
Col. of Charleston,CAA,1014,2018,1,837
Col. of Charleston,CAA,1014,2019,1,837
Col. of Charleston,CAA,1014,2020,1,837
Col. of Charleston,CAA,1014,2021,1,837
Col. of Charleston,CAA,1014,2022,1,837
Columbia,Ivy League,158,2013,1,865
Columbia,Ivy League,158,2014,1,865
Columbia,Ivy League,158,2015,1,865
Columbia,Ivy League,158,2016,1,865
Columbia,Ivy League,158,2017,1,865
Columbia,Ivy League,158,2018,1,865
Columbia,Ivy League,158,2019,1,865
Columbia,Ivy League,158,2020,1,865
Columbia,Ivy League,158,2021,1,865
Columbia,Ivy League,158,2022,1,865
Coppin St.,MEAC,165,2013,1,876
Coppin St.,MEAC,165,2014,1,876
Coppin St.,MEAC,165,2015,1,876
Coppin St.,MEAC,165,2016,1,876
Coppin St.,MEAC,165,2017,1,876
Coppin St.,MEAC,165,2018,1,876
Coppin St.,MEAC,165,2019,1,876
Coppin St.,MEAC,165,2020,1,876
Coppin St.,MEAC,165,2021,1,876
Coppin St.,MEAC,165,2022,1,876
Cornell,Ivy League,167,2013,1,865
Cornell,Ivy League,167,2014,1,865
Cornell,Ivy League,167,2015,1,865
Cornell,Ivy League,167,2016,1,865
Cornell,Ivy League,167,2017,1,865
Cornell,Ivy League,167,2018,1,865
Cornell,Ivy League,167,2019,1,865
Cornell,Ivy League,167,2020,1,865
Cornell,Ivy League,167,2021,1,865
Cornell,Ivy League,167,2022,1,865
Creighton,MVC,169,2013,1,884
Creighton,Big East,169,2014,1,30184
Creighton,Big East,169,2015,1,30184
Creighton,Big East,169,2016,1,30184
Creighton,Big East,169,2017,1,30184
Creighton,Big East,169,2018,1,30184
Creighton,Big East,169,2019,1,30184
Creighton,Big East,169,2020,1,30184
Creighton,Big East,169,2021,1,30184
Creighton,Big East,169,2022,1,30184
CSU Bakersfield,WAC,94,2013,1,923
CSU Bakersfield,WAC,94,2014,1,923
CSU Bakersfield,WAC,94,2015,1,923
CSU Bakersfield,WAC,94,2016,1,923
CSU Bakersfield,WAC,94,2017,1,923
CSU Bakersfield,WAC,94,2018,1,923
CSU Bakersfield,WAC,94,2019,1,923
CSU Bakersfield,WAC,94,2020,1,923
CSU Bakersfield,Big West,94,2021,1,904
CSU Bakersfield,Big West,94,2022,1,904
CSUN,Big West,101,2013,1,904
CSUN,Big West,101,2014,1,904
CSUN,Big West,101,2015,1,904
CSUN,Big West,101,2016,1,904
CSUN,Big West,101,2017,1,904
CSUN,Big West,101,2018,1,904
CSUN,Big West,101,2019,1,904
CSUN,Big West,101,2020,1,904
CSUN,Big West,101,2021,1,904
CSUN,Big West,101,2022,1,904
Dartmouth,Ivy League,172,2013,1,865
Dartmouth,Ivy League,172,2014,1,865
Dartmouth,Ivy League,172,2015,1,865
Dartmouth,Ivy League,172,2016,1,865
Dartmouth,Ivy League,172,2017,1,865
Dartmouth,Ivy League,172,2018,1,865
Dartmouth,Ivy League,172,2019,1,865
Dartmouth,Ivy League,172,2020,1,865
Dartmouth,Ivy League,172,2021,1,865
Dartmouth,Ivy League,172,2022,1,865
Davidson,SoCon,173,2013,1,912
Davidson,SoCon,173,2014,1,912
Davidson,Atlantic 10,173,2015,1,820
Davidson,Atlantic 10,173,2016,1,820
Davidson,Atlantic 10,173,2017,1,820
Davidson,Atlantic 10,173,2018,1,820
Davidson,Atlantic 10,173,2019,1,820
Davidson,Atlantic 10,173,2020,1,820
Davidson,Atlantic 10,173,2021,1,820
Davidson,Atlantic 10,173,2022,1,820
Dayton,Atlantic 10,175,2013,1,820
Dayton,Atlantic 10,175,2014,1,820
Dayton,Atlantic 10,175,2015,1,820
Dayton,Atlantic 10,175,2016,1,820
Dayton,Atlantic 10,175,2017,1,820
Dayton,Atlantic 10,175,2018,1,820
Dayton,Atlantic 10,175,2019,1,820
Dayton,Atlantic 10,175,2020,1,820
Dayton,Atlantic 10,175,2021,1,820
Dayton,Atlantic 10,175,2022,1,820
DBU,WAC,1045,2013,1,923
DBU,MVC,1045,2014,1,884
DBU,MVC,1045,2015,1,884
DBU,MVC,1045,2016,1,884
DBU,MVC,1045,2017,1,884
DBU,MVC,1045,2018,1,884
DBU,MVC,1045,2019,1,884
DBU,MVC,1045,2020,1,884
DBU,MVC,1045,2021,1,884
DBU,MVC,1045,2022,1,884
Delaware,CAA,180,2013,1,837
Delaware,CAA,180,2014,1,837
Delaware,CAA,180,2015,1,837
Delaware,CAA,180,2016,1,837
Delaware,CAA,180,2017,1,837
Delaware,CAA,180,2018,1,837
Delaware,CAA,180,2019,1,837
Delaware,CAA,180,2020,1,837
Delaware,CAA,180,2021,1,837
Delaware,CAA,180,2022,1,837
Delaware St.,MEAC,178,2013,1,876
Delaware St.,MEAC,178,2014,1,876
Delaware St.,MEAC,178,2015,1,876
Delaware St.,MEAC,178,2016,1,876
Delaware St.,MEAC,178,2017,1,876
Delaware St.,MEAC,178,2018,1,876
Delaware St.,MEAC,178,2019,1,876
Delaware St.,MEAC,178,2020,1,876
Delaware St.,MEAC,178,2021,1,876
Delaware St.,MEAC,178,2022,1,876
Dixie St.,WAC,30095,2021,1,923
Dixie St.,WAC,30095,2022,1,923
Duke,ACC,193,2013,1,821
Duke,ACC,193,2014,1,821
Duke,ACC,193,2015,1,821
Duke,ACC,193,2016,1,821
Duke,ACC,193,2017,1,821
Duke,ACC,193,2018,1,821
Duke,ACC,193,2019,1,821
Duke,ACC,193,2020,1,821
Duke,ACC,193,2021,1,821
Duke,ACC,193,2022,1,821
East Carolina,C-USA,196,2013,1,24312
East Carolina,C-USA,196,2014,1,24312
East Carolina,AAC,196,2015,1,823
East Carolina,AAC,196,2016,1,823
East Carolina,AAC,196,2017,1,823
East Carolina,AAC,196,2018,1,823
East Carolina,AAC,196,2019,1,823
East Carolina,AAC,196,2020,1,823
East Carolina,AAC,196,2021,1,823
East Carolina,AAC,196,2022,1,823
Eastern Ill.,OVC,201,2013,1,902
Eastern Ill.,OVC,201,2014,1,902
Eastern Ill.,OVC,201,2015,1,902
Eastern Ill.,OVC,201,2016,1,902
Eastern Ill.,OVC,201,2017,1,902
Eastern Ill.,OVC,201,2018,1,902
Eastern Ill.,OVC,201,2019,1,902
Eastern Ill.,OVC,201,2020,1,902
Eastern Ill.,OVC,201,2021,1,902
Eastern Ill.,OVC,201,2022,1,902
Eastern Ky.,OVC,202,2013,1,902
Eastern Ky.,OVC,202,2014,1,902
Eastern Ky.,OVC,202,2015,1,902
Eastern Ky.,OVC,202,2016,1,902
Eastern Ky.,OVC,202,2017,1,902
Eastern Ky.,OVC,202,2018,1,902
Eastern Ky.,OVC,202,2019,1,902
Eastern Ky.,OVC,202,2020,1,902
Eastern Ky.,OVC,202,2021,1,902
Eastern Ky.,OVC,202,2022,1,902
Eastern Mich.,MAC,204,2013,1,875
Eastern Mich.,MAC,204,2014,1,875
Eastern Mich.,MAC,204,2015,1,875
Eastern Mich.,MAC,204,2016,1,875
Eastern Mich.,MAC,204,2017,1,875
Eastern Mich.,MAC,204,2018,1,875
Eastern Mich.,MAC,204,2019,1,875
Eastern Mich.,MAC,204,2020,1,875
Eastern Mich.,MAC,204,2021,1,875
Eastern Mich.,MAC,204,2022,1,875
Elon,SoCon,1068,2013,1,912
Elon,SoCon,1068,2014,1,912
Elon,CAA,1068,2015,1,837
Elon,CAA,1068,2016,1,837
Elon,CAA,1068,2017,1,837
Elon,CAA,1068,2018,1,837
Elon,CAA,1068,2019,1,837
Elon,CAA,1068,2020,1,837
Elon,CAA,1068,2021,1,837
Elon,CAA,1068,2022,1,837
ETSU,ASUN,198,2013,1,920
ETSU,ASUN,198,2014,1,920
ETSU,SoCon,198,2015,1,912
ETSU,SoCon,198,2016,1,912
ETSU,SoCon,198,2017,1,912
ETSU,SoCon,198,2018,1,912
ETSU,SoCon,198,2019,1,912
ETSU,SoCon,198,2020,1,912
ETSU,SoCon,198,2021,1,912
ETSU,SoCon,198,2022,1,912
Evansville,MVC,219,2013,1,884
Evansville,MVC,219,2014,1,884
Evansville,MVC,219,2015,1,884
Evansville,MVC,219,2016,1,884
Evansville,MVC,219,2017,1,884
Evansville,MVC,219,2018,1,884
Evansville,MVC,219,2019,1,884
Evansville,MVC,219,2020,1,884
Evansville,MVC,219,2021,1,884
Evansville,MVC,219,2022,1,884
Fairfield,MAAC,220,2013,1,871
Fairfield,MAAC,220,2014,1,871
Fairfield,MAAC,220,2015,1,871
Fairfield,MAAC,220,2016,1,871
Fairfield,MAAC,220,2017,1,871
Fairfield,MAAC,220,2018,1,871
Fairfield,MAAC,220,2019,1,871
Fairfield,MAAC,220,2020,1,871
Fairfield,MAAC,220,2021,1,871
Fairfield,MAAC,220,2022,1,871
Fairleigh Dickinson,NEC,222,2013,1,846
Fairleigh Dickinson,NEC,222,2014,1,846
Fairleigh Dickinson,NEC,222,2015,1,846
Fairleigh Dickinson,NEC,222,2016,1,846
Fairleigh Dickinson,NEC,222,2017,1,846
Fairleigh Dickinson,NEC,222,2018,1,846
Fairleigh Dickinson,NEC,222,2019,1,846
Fairleigh Dickinson,NEC,222,2020,1,846
Fairleigh Dickinson,NEC,222,2021,1,846
Fairleigh Dickinson,NEC,222,2022,1,846
FGCU,ASUN,28755,2013,1,920
FGCU,ASUN,28755,2014,1,920
